Country,YearsWithThisDatabase,OtherDatabases,YearsWithThisTypeOfJob,JobTitle,OtherPeopleOnYourTeam,EmploymentStatus,EmploymentSector,Survey Year,PrimaryDatabase,ManageStaff,HowManyCompanies,Gender,Actual Salary,Predicted Salary
Sweden,15,Microsoft SQL Server,15,DBA (Production Focus),1,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,56000.0,73817.15999999999
United States,20,"Microsoft SQL Server, MySQL/MariaDB, SQLite, CoachDB",24,DBA (General),1,Full time employee,State/province government,2020,Microsoft SQL Server,Yes,0,Female,97000.0,110284.40000000001
United States,10,"Microsoft SQL Server, Oracle, DB2, Microsoft Access, SQLite, Azure SQL DB, Azure Sql Data Warehouse",3,Architect,0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,150000.0,111915.06999999999
United States,10,"PostgreSQL, Redis",15,Developer: App Code,2,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Prefer not to say,120000.0,106426.01
United States,7,"MySQL/MariaDB, Microsoft Access",7,Engineer,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,85000.0,92519.53
Spain,10,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, SQLite, Azure SQL DB (any flavor), Amazon RDS (any flavor)",6,DBA (Development Focus),0,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,39000.0,46557.41000000003
United States,14,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, Cassandra, Azure SQL DB, Amazon RDS (any flavor), DynamoDB",15,Architect,1,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,136500.0,132748.00000000003
United States,20,"Microsoft SQL Server, PostgreSQL, Microsoft Access, Amazon RDS (any flavor)",20,DBA (General),2,Full time employee,Private business,2021,Microsoft SQL Server,No,6,Male,127000.0,125962.99999999999
Germany,14,"Oracle, MySQL/MariaDB, Azure SQL DB",5,DBA (Production Focus),2,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,76000.0,74289.01999999999
United States,2,"Microsoft SQL Server, Azure SQL DB (any flavor)",2,Analyst,0,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Female,70500.0,76895.00000000001
United States,16,"Oracle, Microsoft Access",2,Developer: T-SQL,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,83000.0,107260.0
Poland,9,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Azure SQL DB",8,DBA (General),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,36000.0,43634.38000000001
United States,6,Microsoft Access,6,DBA (Development Focus),0,Full time employee,Local government,2018,Microsoft SQL Server,No,0,Male,95000.0,94808.65
United States,6,"MySQL/MariaDB, Microsoft Access, SQLite, Teradata, SAS ",4,Engineer,2,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,125000.0,90015.0
United States,13,FileMaker,1,Developer: App Code,3,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Male,75000.0,93180.93
United States,17,"PostgreSQL, Amazon RDS (any flavor)",3,Developer: T-SQL,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,108000.0,121547.0
United States,5,Microsoft SQL Server,4,DBA (Production Focus),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,100000.0,90276.65
Canada,14,"Microsoft SQL Server, MySQL/MariaDB",14,DBA (General),2,Full time employee,"Education (K-12, college, university)",2020,Microsoft SQL Server,No,2,Male,65700.0,76899.57999999999
United Arab Emirates,8,"MySQL/MariaDB, PostgreSQL",8,DBA (Development Focus),4,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,41000.0,44468.601500000004
United States,18,Microsoft SQL Server,4,DBA,0,Full time employee,Private business,2017,Other,No,0,Not Asked,94000.0,133225.0
United States,10,"Oracle, PostgreSQL, Amazon RDS (any flavor)",10,DBA (Production Focus),5,Full time employee,Private business,2021,Microsoft SQL Server,No,6,Male,140000.0,110544.00000000001
United States,17,Microsoft Access,5,Developer: BI,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,100000.0,112425.92000000001
United States,7,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Citrix",7,DBA,4,Full time employee,Private business,2017,Oracle,No,0,Not Asked,87400.0,104175.03
United States,6,Microsoft SQL Server,5,Developer: T-SQL,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,65000.0,77435.35
United States,1,Microsoft SQL Server,1,Analyst,6,Full time employee,Non-profit,2019,Oracle,No,1,Male,70000.0,62426.29000000001
United States,6,Microsoft Access,2,DBA (Development Focus),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,109000.0,93495.75
United States,16,MySQL/MariaDB,30,Developer: App Code,0,Independent consultant,Private business,2019,Microsoft SQL Server,No,0,Male,189000.0,157181.76000000007
Netherlands,4,Oracle,1,DBA,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,47000.0,58093.69805999998
South Africa,13,"DB2, Microsoft Access",4,Developer: BI,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,54500.0,49261.10000000003
United States,8,MySQL/MariaDB,5,Engineer,2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,89000.0,101986.07
United States,15,"Microsoft SQL Server, Azure SQL DB, Cosmos DB",15,DBA (General),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,125000.0,116898.0
United States,4,"Microsoft SQL Server, PostgreSQL, Snowflake",4,Developer: T-SQL,6,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Female,116000.0,92221.67
United States,1,Azure SQL DB,1,DBA,1,Full time employee,State/province government,2017,Microsoft SQL Server,No,0,Not Asked,73000.0,55173.00000000001
United Kingdom,25,Azure SQL DB (any flavor),4,Developer: BI,6,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,50000.0,82075.62
United States,22,"Oracle, Azure SQL DB (any flavor)",21,DBA (Production Focus),3,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,110000.0,117108.43
United States,11,MySQL/MariaDB,7,DBA (General),0,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,100000.0,102900.13999999998
United States,15,"MySQL/MariaDB, MongoDB, Azure SQL DB",10,Developer: App Code,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,120000.0,107303.01
Saudi Arabia,13,Azure SQL DB,4,Engineer,6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,117920.0,49823.85999999999
Austria,10,Microsoft Access,10,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,64000.0,56656.83400000001
United States,20,"Oracle, Microsoft Access",9,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,104000.0,114483.9013
United States,25,Oracle,25,Engineer,4,Full time employee,Private business,2021,Microsoft SQL Server,No,6,Male,124000.0,122068.88999999998
United States,8,Microsoft Access,6,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,80000.0,95069.4
United States,1,Microsoft Access,3,Developer: BI,1,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,54999.99999999999,74631.5
United States,20,MySQL/MariaDB,20,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,112000.0,115858.50000000001
Norway,2,SAP,2,DBA,0,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,90000.0,71455.58000000002
United States,2,Oracle,2,Developer: App Code,0,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Male,56700.0,74056.5
United States,15,Oracle,4,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,87000.0,97928.4
United Kingdom,20,"MySQL/MariaDB, PostgreSQL",3,DBA (Production Focus),0,Independent consultant,Private business,2021,Microsoft SQL Server,No,0,Male,140000.0,92338.0
United States,3,"MongoDB, DB2",3,Engineer,2,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,54999.99999999999,85609.36
United States,3,"Microsoft SQL Server, PostgreSQL, Microsoft Access, Elasticsearch",1,Manager,0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,120000.0,107630.0
United States,4,PostgreSQL,1,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,88000.0,85350.0
United States,13,"Oracle, MySQL/MariaDB, Microsoft Access",13,DBA (Production Focus),0,Full time employee,"Education (K-12, college, university)",2019,Microsoft SQL Server,No,1,Male,85000.0,90865.7
United States,6,"MySQL/MariaDB, Microsoft Access",1,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,100000.0,85660.81999999999
Brazil,10,"Oracle, MySQL/MariaDB, PostgreSQL",2,DBA (General),3,Consulting Full time employee,Private business,2020,Microsoft SQL Server,Yes,2,Male,30000.0,42472.66
United States,5,"PostgreSQL, SQLite",5,Analyst,4,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,125000.0,83082.0
United States,15,Oracle,18,Developer: App Code,0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,108000.0,111431.33269999998
United States,8,"Oracle, MySQL/MariaDB, MongoDB, Microsoft Access, Snowflake",1,Developer: BI,6,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,90000.0,106207.07
Australia,5,Microsoft Access,3,Developer: T-SQL,3,Full time employee,State/province government,2017,Microsoft SQL Server,No,0,Not Asked,74500.0,62478.55999999997
United States,11,Amazon RDS (any flavor),14,Developer: BI,3,Full time employee,Private business,2020,Oracle,No,0,Male,93000.0,124686.00000000001
Australia,18,Microsoft SQL Server,6,DBA (General),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,88000.0,78788.0064
United States,10,MongoDB,6,Engineer,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,101000.0,112002.65999999999
United States,5,"MySQL/MariaDB, PostgreSQL",7,Analyst,4,Full time employee,Private business,2021,Amazon RDS (any flavor),No,0,Male,133000.0,115800.0
United States,3,"Microsoft SQL Server, Azure SQL DB (any flavor)",3,Other,1,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,94000.0,94201.26
United States,5,Analysis Services,7,Developer: BI,6,Full time employee,Private business,2020,Other,No,0,Male,118000.0,111801.0
Canada,24,"MySQL/MariaDB, PostgreSQL, MongoDB, Amazon RDS (any flavor)",2,Manager,6,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,85185.0,94801.31
Canada,10,Oracle,3,Analyst,3,Full time employee,Federal government,2017,Microsoft SQL Server,No,0,Not Asked,50000.0,73064.5
United States,16,Microsoft SQL Server,16,Developer: App Code,5,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,104000.0,104078.0627
United States,3,SQLite,3,Engineer,4,Full time employee,Private business,2020,Oracle,No,1,Male,88500.0,113330.98999999999
United Kingdom,10,"Microsoft SQL Server, PostgreSQL, DB2, Azure SQL DB, Amazon RDS (any flavor)",5,Manager,3,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,67000.0,72940.48000000001
United States,23,"Microsoft SQL Server, Oracle, MySQL/MariaDB",2,DBA (Production Focus),0,Full time employee,Local government,2020,Microsoft SQL Server,No,6,Male,83000.0,108103.59000000001
United Kingdom,5,"Couch, Advantage, Informix",3,Developer: BI,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,60477.0,44640.04999999999
United States,12,"Microsoft SQL Server, Oracle, DB2",11,DBA (Development Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,99800.0,112909.00000000001
United States,18,"Microsoft SQL Server, Oracle, DB2, Microsoft Access",18,DBA (General),1,Full time employee,Non-profit,2019,Microsoft SQL Server,Yes,2,Male,106000.0,133995.7
Switzerland,15,"Microsoft SQL Server, Oracle, PostgreSQL, Azure SQL DB (any flavor), Amazon RDS (any flavor)",3,Analyst,0,Independent consultant,Private business,2021,Oracle,Yes,0,Male,180000.0,96630.17
United Kingdom,5,"Microsoft SQL Server, Microsoft Access",3,Developer: T-SQL,0,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,33000.0,58052.85999999999
Saudi Arabia,6,Oracle,1,DBA (Production Focus),2,Full time employee,Private business,2020,Microsoft SQL Server,Yes,2,Male,73000.0,46015.36000000001
United States,1,Microsoft SQL Server,3,Analyst,0,Consulting Full time employee,Federal government,2017,Oracle,Yes,0,Not Asked,130000.0,85621.93000000001
United States,6,"Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite, Amazon RDS (any flavor)",18,DBA (General),2,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Male,92000.0,96575.84000000001
United Kingdom,10,Microsoft Access,3,DBA (General),0,Full time employee,Local government,2018,Microsoft SQL Server,No,0,Male,54999.99999999999,52955.65000000001
United States,18,"Microsoft SQL Server, Elasticsearch, Teradata",16,Engineer,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,156000.0,116454.94
Germany,18,"Microsoft SQL Server, Oracle, DB2, Azure SQL DB",18,Architect,5,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,100000.0,98222.97
United States,10,SQL Server on Azure VM,4,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,90000.0,102943.66
United States,29,"MySQL/MariaDB, Microsoft Access, Pervasive",20,DBA (Production Focus),0,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,104495.0,115677.29710000001
United Kingdom,10,"Oracle, PostgreSQL, Microsoft Access",2,Analyst,3,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,47000.0,67524.26
United States,20,"Microsoft SQL Server, Oracle, Microsoft Access, Azure SQL DB (any flavor)",20,Architect,0,Independent consultant,Private business,2020,Microsoft SQL Server,No,6,Male,125000.0,137723.5
United Kingdom,18,"Oracle, Microsoft Access",1,Developer: App Code,1,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,35577.0,73916.97
United States,7,"Microsoft SQL Server, Oracle, PostgreSQL",7,DBA (General),6,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,105000.0,106939.0
Portugal,7,Microsoft SQL Server,7,DBA (Development Focus),3,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,24000.0,36511.55999999999
Brazil,10,"PostgreSQL, Azure SQL DB",14,Developer: T-SQL,1,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,20000.0,50845.95
United States,15,"Microsoft SQL Server, Oracle, DB2, Microsoft Access, SAP, Azure SQL DB",4,Architect,3,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,142000.0,133598.0
United States,1,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access, Amazon RDS (any flavor)",10,Engineer,1,Full time employee,Private business,2017,Other,No,0,Not Asked,140000.0,123500.40000000001
United Kingdom,19,"Oracle, Microsoft Access, Azure SQL DB (any flavor), CosmosDB",19,DBA (Production Focus),1,Full time employee,State/province government,2021,Microsoft SQL Server,No,0,Male,68000.0,70043.76
Iceland,25,"Oracle, MySQL/MariaDB, PostgreSQL, SQLite, Azure SQL DB (any flavor), Amazon RDS (any flavor)",15,Architect,6,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,95000.0,85830.42
United States,14,Oracle,5,Manager,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,135000.0,118275.95
United States,2,"Microsoft SQL Server, Oracle",2,DBA (General),5,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,77000.0,77814.08
United States,15,"Oracle, PostgreSQL, DB2, Azure SQL DB",15,DBA (General),3,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,105000.0,124758.6
Ireland,13,Hadoop,5,Analyst,6,Full time employee,Federal government,2021,Microsoft SQL Server,Yes,1,Male,107500.0,96428.57
Greece,20,Microsoft SQL Server,20,DBA (General),3,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,30000.0,68618.30000000002
Spain,10,"Microsoft SQL Server, Oracle, MySQL/MariaDB, MongoDB, Microsoft Access",10,Analyst,2,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,35000.0,56471.87000000001
United States,13,"MySQL/MariaDB, Microsoft Access",10,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,125000.0,114569.0
United States,22,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Azure SQL DB (any flavor)",12,Developer: T-SQL,2,Full time employee,Private business,2020,Microsoft SQL Server,Yes,0,Male,139000.0,132349.87
