Country,YearsWithThisDatabase,OtherDatabases,YearsWithThisTypeOfJob,JobTitle,OtherPeopleOnYourTeam,EmploymentStatus,EmploymentSector,Survey Year,PrimaryDatabase,ManageStaff,HowManyCompanies,Gender,Actual Salary,Predicted Salary
United States,14,Oracle,5,Manager,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,135000.0,123300.3
United States,2,"Microsoft SQL Server, Oracle",2,DBA (General),5,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,77000.0,69180.336
United States,15,"Oracle, PostgreSQL, DB2, Azure SQL DB",15,DBA (General),3,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,105000.0,118452.46
Ireland,13,Hadoop,5,Analyst,6,Full time employee,Federal government,2021,Microsoft SQL Server,Yes,1,Male,107500.0,99909.82
Greece,20,Microsoft SQL Server,20,DBA (General),3,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,30000.0,70422.336
Spain,10,"Microsoft SQL Server, Oracle, MySQL/MariaDB, MongoDB, Microsoft Access",10,Analyst,2,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,35000.0,48256.58
United States,13,"MySQL/MariaDB, Microsoft Access",10,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,125000.0,114923.18
United States,22,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Azure SQL DB (any flavor)",12,Developer: T-SQL,2,Full time employee,Private business,2020,Microsoft SQL Server,Yes,0,Male,139000.0,134440.4
United States,10,"Microsoft SQL Server, Oracle, PostgreSQL, Microsoft Access, Azure SQL DB",1,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,103000.0,125490.45
United States,20,"Microsoft Access, Azure SQL DB, Hadoop",5,Architect,6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,156000.0,149549.25
United Kingdom,16,PostgreSQL,6,Developer: T-SQL,2,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,85746.0,71067.336
United States,20,Microsoft Access,12,Developer: BI,2,Full time employee,"Education (K-12, college, university)",2021,Microsoft SQL Server,No,1,Female,99000.0,103567.38
United States,5,Oracle,6,Analyst,0,Full time employee,State/province government,2020,Oracle,No,2,Male,68000.0,68406.46
Mexico,3,"Microsoft SQL Server, MongoDB, Microsoft Access, Redis, Azure SQL DB, Azure Data Lake",1,Developer: T-SQL,4,Consulting Full time employee,Private business,2017,Azure SQL DB,No,0,Not Asked,26300.000000000007,16531.773
United States,6,"MongoDB, DB2, Cassandra, Microsoft Access, SQLite",3,Developer: BI,1,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Female,70000.0,73636.3
Brazil,6,Azure SQL DB (any flavor),6,Analyst,1,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,23000.0,26933.52
United States,3,Azure SQL DB (any flavor),1,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,70000.0,76795.37
United Kingdom,8,PostgreSQL,12,Developer: App Code,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,52382.0,70315.945
United States,12,"MongoDB, Amazon RDS (any flavor)",2,Manager,1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,130000.0,131678.2
Moldova,8,Oracle,12,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,8200.0,41987.527
United States,15,"Microsoft SQL Server, Oracle",17,DBA,3,Full time employee,Private business,2017,DB2,No,0,Not Asked,109000.0,111410.664
United States,21,"Oracle, MySQL/MariaDB, Teradata, Azure SQL DB",12,DBA,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,122000.0,116809.125
United States,16,"Microsoft SQL Server, DB2",4,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,12300.0,108828.68
Canada,4,"Microsoft SQL Server, Azure SQL DB (any flavor), CosmosDB",4,DBA (Production Focus),6,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,75000.0,57629.414
United States,20,"Oracle, MySQL/MariaDB, MongoDB",20,DBA,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,120000.0,130494.984
United Kingdom,20,"MongoDB, DB2",5,DBA,0,Independent consultant,Private business,2017,Microsoft SQL Server,No,0,Not Asked,100000.0,88720.766
United States,15,Microsoft SQL Server,5,DBA (General),0,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,120000.0,106100.47
United States,15,"PostgreSQL, Microsoft Access, Azure SQL DB",15,DBA (Development Focus),6,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,116500.0,124273.445
United States,7,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Amazon RDS (any flavor)",7,DBA (Production Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,109000.0,100518.984
Luxembourg,15,MySQL/MariaDB,14,DBA (General),3,Full time employee,Private business,2021,Microsoft SQL Server,No,6,Male,75220.0,95257.51
United States,15,Azure SQL DB,7,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,100318.0,105420.9
United States,8,Microsoft SQL Server,8,Analyst,4,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,82000.0,89622.95
United States,5,"MySQL/MariaDB, Redis, Amazon RDS (any flavor)",5,DBA (Production Focus),1,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,63000.0,94257.695
United States,18,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB",3,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,103000.0,122443.49
United States,10,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, Redis, Azure SQL DB, Amazon RDS (any flavor)",7,Developer: App Code,5,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,118000.0,119229.51
Italy,1,"PostgreSQL, CosmosDB",3,Developer: T-SQL,0,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,32.0,28906.754
United States,9,"SAP, Azure SQL DB",7,Architect,6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,125000.0,117637.05
United States,16,"Oracle, MySQL/MariaDB, Microsoft Access",4,DBA (Production Focus),1,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,93000.0,99844.88
United States,5,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, DB2, Cassandra, Microsoft Access, SQLite, Amazon RDS (any flavor)",4,Developer: BI,4,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,103000.0,88853.16
United States,17,"Microsoft SQL Server, Oracle, MySQL/MariaDB",14,Manager,1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,150000.0,128554.195
United States,3,"Microsoft SQL Server, Microsoft Access",3,Developer: App Code,0,Full time employee,"Education (K-12, college, university)",2021,Microsoft SQL Server,No,1,Male,63000.0,73974.56
United States,18,Microsoft SQL Server,10,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,106000.0,125144.96
United States,16,"Oracle, MySQL/MariaDB, Microsoft Access, SQLite",16,Developer: App Code,1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,115000.0,105703.74
Brazil,7,"Oracle, MySQL/MariaDB, MongoDB",7,DBA (General),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,9900.0,32308.02
United States,15,"Microsoft SQL Server, PostgreSQL",5,Manager,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,70000.0,111691.516
United States,15,Microsoft SQL Server,6,DBA (Production Focus),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,125000.0,115616.45
United States,2,Microsoft SQL Server,1,Developer: BI,5,Full time employee,Private business,2018,Oracle,Yes,0,Female,97500.0,55944.12
United States,18,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Microsoft Access, SQLite, Amazon RDS (any flavor)",7,Architect,6,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,150000.0,151287.3
United States,20,"Oracle, MySQL/MariaDB, PostgreSQL, DB2, Microsoft Access",12,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,95000.0,112038.79
United States,15,"Oracle, DB2, Microsoft Access",2,DBA,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,115000.0,105422.65
United States,20,Microsoft SQL Server,25,DBA (Production Focus),0,Full time employee,"Education (K-12, college, university)",2018,Oracle,No,0,Male,92000.0,105742.35
United States,8,"Microsoft SQL Server, Microsoft Access, Azure SQL DB (any flavor)",2,DBA (General),0,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,65000.0,104126.086
United States,8,Oracle,8,DBA (General),0,Full time employee,"Education (K-12, college, university)",2019,Microsoft SQL Server,No,1,Male,80000.0,88662.39
United States,6,SQLite,5,Developer: T-SQL,6,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,110000.0,97333.016
United States,4,Microsoft SQL Server,1,DBA (Production Focus),6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,82000.0,82851.1
United States,9,Microsoft SQL Server,8,DBA (General),6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,90000.0,109592.805
United States,8,"MySQL/MariaDB, MongoDB, Azure SQL DB",5,Developer: App Code,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,88000.0,93157.24
United States,1,PostgreSQL,1,Other,0,Full time employee,Private business,2021,Other,No,1,Female,119000.0,54488.785
Australia,8,"Microsoft SQL Server, MySQL/MariaDB",1,DBA (General),6,Independent consultant,Federal government,2018,Microsoft SQL Server,No,0,Male,175000.0,122620.02
United States,10,"Microsoft SQL Server, Oracle, MySQL/MariaDB, DB2, Microsoft Access, Teradata, Hive",10,Engineer,6,Full time employee,Private business,2021,Other,No,0,Male,102500.0,137393.47
United States,2,Microsoft Access,2,Analyst,5,Full time employee,Non-profit,2019,Microsoft SQL Server,No,1,Male,58000.0,67783.72
United States,12,Vertica,15,DBA (Development Focus),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,114000.0,115949.695
New Zealand,19,Microsoft SQL Server,9,DBA,0,Independent consultant,Private business,2017,Microsoft SQL Server,No,0,Not Asked,158000.0,152635.69
United States,5,"Microsoft SQL Server, Azure SQL DB",5,DBA (Production Focus),0,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Female,95000.0,91780.03
United States,6,"PostgreSQL, Azure SQL DB (any flavor)",6,Developer: T-SQL,3,Consulting Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,103000.0,95656.984
United States,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Azure SQL DB",10,DBA,4,Full time employee,Local government,2017,Microsoft SQL Server,Yes,0,Not Asked,114000.0,102956.195
United States,17,Microsoft SQL Server,17,Developer: T-SQL,0,Full time employee,"Education (K-12, college, university)",2020,Microsoft SQL Server,No,2,Female,59100.0,84533.164
United States,11,"Microsoft Access, Azure SQL DB",3,Architect,0,Full time employee,Private business,2019,Microsoft SQL Server,Yes,2,Male,135000.0,119746.28
United States,5,"Oracle, Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)",5,Engineer,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,73000.0,102001.36
United States,1,"Microsoft SQL Server, PostgreSQL, Microsoft Access, Azure SQL DB (any flavor), 4D",19,Architect,6,Full time employee,Private business,2020,Oracle,No,0,Female,106000.0,133615.77
Netherlands,25,"Microsoft SQL Server, Oracle",25,DBA (General),2,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,100000.0,91410.76
United States,15,"Microsoft SQL Server, Oracle",15,Developer: T-SQL,5,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,190000.0,121786.195
Costa Rica,6,"Oracle, DB2",6,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Prefer not to say,60000.0,40506.332
United States,3,Microsoft SQL Server,3,Developer: App Code,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,72000.0,69658.75
United States,2,"Oracle, MySQL/MariaDB",1,DBA (Production Focus),3,Independent consultant,Private business,2018,Microsoft SQL Server,No,0,Male,62000.0,74771.92
United States,5,"Microsoft SQL Server, MongoDB, Microsoft Access",10,DBA,0,Full time employee,Private business,2017,Azure SQL DB,No,0,Not Asked,78000.0,130685.29
Colombia,9,Microsoft SQL Server,9,DBA (General),1,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Female,16400.0,44872.49
United States,10,"Oracle, MySQL/MariaDB, MongoDB, SAP, Azure SQL DB",7,DBA (Production Focus),2,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,145000.0,107534.766
United Kingdom,11,"MySQL/MariaDB, PostgreSQL, Redis, Azure SQL DB, Amazon RDS (any flavor), Couchbase",4,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,103276.0,69667.05
Canada,20,"MySQL/MariaDB, SQLite, Azure SQL DB (any flavor)",20,DBA (Production Focus),2,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,74000.0,87679.89
Romania,12,Microsoft SQL Server,10,Developer: T-SQL,4,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,15000.0,48019.89
United States,12,"DB2, SQLite",18,Developer: T-SQL,3,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,110000.0,117642.93
Canada,8,"MySQL/MariaDB, PostgreSQL, Elasticsearch, Amazon RDS (any flavor)",5,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,54999.99999999999,75533.914
United States,6,Oracle,6,Developer: BI,3,Full time employee,State/province government,2017,Microsoft SQL Server,No,0,Not Asked,57000.0,81165.266
United States,3,"Microsoft SQL Server, PostgreSQL, MongoDB, Amazon RDS (any flavor)",10,DBA (Production Focus),1,Full time employee,Private business,2021,MySQL/MariaDB,Yes,1,Female,102000.0,108914.164
United States,12,Oracle,12,DBA (Production Focus),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,110000.0,109202.21
United States,7,"Microsoft SQL Server, DB2, SQLite, Azure SQL DB",7,Developer: BI,6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,110000.0,96162.76
Denmark,20,"Oracle, MySQL/MariaDB, Azure SQL DB, Amazon RDS (any flavor)",10,DBA,3,Consulting Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,120000.0,97068.17
United States,10,MySQL/MariaDB,10,Other,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,80000.0,91599.54
United States,20,"PostgreSQL, SQLite",23,DBA (General),1,Full time employee,Private business,2020,Microsoft SQL Server,Yes,0,Female,122000.0,131804.64
India,13,"Microsoft SQL Server, PostgreSQL, MongoDB, Amazon RDS (any flavor)",8,DBA (Production Focus),6,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,54000.0,49898.61
United States,12,"Microsoft SQL Server, Oracle",2,Developer: T-SQL,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,113000.0,109415.445
United States,4,Microsoft Access,4,DBA (General),3,Full time employee,Non-profit,2021,Microsoft SQL Server,No,2,Male,87360.0,84006.37
United States,4,"Microsoft Access, Amazon RDS (any flavor)",4,DBA (Production Focus),4,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,68800.0,84939.125
United States,15,Microsoft SQL Server,18,Developer: App Code,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,100000.0,99095.59
United States,7,"MySQL/MariaDB, Microsoft Access",7,Analyst,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,93500.0,81679.13
United States,3,MySQL/MariaDB,2,Developer: App Code,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,75000.0,68992.69
United States,14,"DB2, Microsoft Access, sybase",18,Developer: App Code,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,115000.0,100736.39
Romania,13,"Microsoft SQL Server, Azure SQL DB",4,DBA (General),2,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,46000.0,56845.27
United States,25,"Microsoft SQL Server, Oracle, MongoDB, Azure SQL DB (any flavor), Amazon RDS (any flavor)",11,DBA (Development Focus),1,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,113000.0,121822.45
Singapore,7,"Microsoft SQL Server, Oracle",10,Analyst,2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,67600.0,53355.836
Canada,20,"MySQL/MariaDB, Azure SQL DB, Amazon RDS (any flavor)",20,DBA (General),5,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,79500.0,86007.22
